	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"36272_r_at"	12.9	10	10	10	10	10	10	13	41	68	10	10	10	10	10	10	10	10	10	28	10	10	10	20	10	10	60	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	662	54	326	516	10	172	10	184	432	410	740	192	10	129	10	53	10	10	922	10	40	31	10	301	37	696	427	790
"36304_at"	338.7	10	10	10	632	10	448	10	386	482	10	10	369	875	10	10	504	10	398	982	10	728	650	10	10	10	10	10	78	10	559	387	10	10	10	503	10	10	665	932	10	491	570	10	652	406	725	726	246	10	10	16	624	10	10	885	10	837	10	1025	10	407	10	10	10	740	10	685	95	718	1144	627
"36314_at"	10	92	121	655	46	350	378	424	296	952	323	319	707	851	69	335	143	634	10	186	10	824	10	215	79	10	10	10	983	10	10	10	10	10	39	10	10	334	10	37	10	12	490	91	184	10	406	10	1433	11	10	427	10	10	10	10	10	10	146	10	10	10	10	10	216	10	10	10	10	10	10	53
"36694_at"	198.5	150	10	10	10	176	88	199	338	41	82	16	10	227	10	100	63	62	53	190	20	952	72	226	102	10	21	10	10	10	17	10	141	93	10	10	10	10	46	10	46	10	10	10	29	60	55	10	10	10	102	75	91	13	10	10	10	129	10	10	10	10	10	10	12	142	10	10	10	163	10	27
"36732_at"	10	121	10	10	10	10	10	249	10	10	10	10	10	580	10	386	10	153	136	10	10	465	10	10	10	10	10	10	10	10	10	122	1020	75	10	10	10	10	10	10	877	77	10	10	10	174	10	10	10	10	10	1628	432	871	10	10	10	10	288	10	10	10	10	10	1858	10	10	10	286	10	10	10
"36735_f_at"	10	108	17	10	1880	40	152	16	42	10	315	10	295	329	330	880	375	10	10	10	10	505	10	10	10	222	10	146	10	10	10	10	31	10	19	121	10	528	10	231	160	274	349	10	10	10	3174	44	320	10	84	296	10	10	10	298	10	10	69	10	74	10	137	235	103	10	274	10	15	10	10	26
"36738_at"	20.3	10	10	84	10	51	10	10	10	90	10	155	259	10	10	25	10	10	130	32	10	10	10	127	54	30	10	104	115	52	19	41	119	49	10	23	126	162	359	85	10	203	213	131	82	51	161	144	122	10	10	100	10	352	309	176	82	10	10	161	10	199	43	171	11	10	10	10	10	11	10	296
"36749_at"	10	22	10	10	10	100	42	16	10	724	10	10	38	47	10	10	10	10	32	144	87	49	41	10	10	10	101	10	281	10	191	10	10	10	10	22	233	10	10	10	10	10	10	10	6309	10	10	1398	175	91	134	10	4023	4296	10	3636	10	10	2287	198	424	89	4307	24	365	647	4124	1092	75	901	1471	824
"36757_at"	4128.9	502	54	127	10	608	672	47	11	10	446	1033	18	290	10	148	327	1402	674	134	603	10	289	1366	10	303	285	10	10	10	573	727	95	358	188	10	43	55	10	10	10	10	10	1099	10	10	10	10	10	10	734	746	512	347	10	154	134	385	96	46	10	159	207	10	10	10	10	10	10	10	60	493
"36762_at"	19.5	10	10	10	137	240	37	126	10	10	111	10	294	10	10	10	10	64	10	10	10	10	10	87	35	10	10	42	10	42	10	10	10	117	10	10	10	10	141	10	10	10	10	67	203	11	391	10	10	155	226	82	53	10	10	75	113	10	130	10	288	198	351	116	207	175	28	148	95	71	166	10
"36770_at"	10	10	10	30	344	80	73	10	10	10	170	10	491	368	10	12	60	10	197	67	10	77	114	10	10	126	127	98	72	99	240	10	157	10	10	10	10	78	10	125	10	10	10	10	302	203	74	10	270	22	130	10	10	344	146	24	10	248	10	10	10	32	10	320	10	39	10	10	191	275	158	10
"36771_at"	913.3	1387	420	10	1704	1385	1152	60	10	245	10	10	1087	226	25	10	667	29	413	1241	10	10	2638	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	182	574	10	302	10	10	10	531	169	207	186	10	10	10	251	205	297	726	1002	10	380	10	10	81	10	10	554	10	10	10	10	10	160
"36781_at"	10	149	73	81	10	71	94	830	661	10	302	98	762	64	338	32	59	10	10	10	174	991	336	10	111	350	200	1058	643	20	646	666	201	637	142	1546	983	253	396	361	35	599	2018	10	73	108	389	4142	63	152	2588	3443	718	29	10	2500	91	2290	1486	785	1150	955	4651	9288	16000	3762	579	10	9448	719	2580	34
"36796_at"	32.6	10	10	10	10	10	10	10	10	10	27	10	10	10	10	10	10	10	34	10	10	108	124	10	434	231	750	10	10	333	468	57	64	10	10	649	10	10	241	480	10	10	84	10	60	253	66	10	10	10	14	10	10	645	10	10	10	10	73	259	10	236	240	10	10	10	37	10	249	290	346	10
"36809_at"	10	10	10	43	10	10	10	132	35	151	1025	543	1002	32	10	145	10	105	83	213	2740	20	10	10	1411	37	35	40	2323	10	881	27	10	215	170	10	523	67	245	381	1890	261	78	10	10	405	8557	103	10	10	10	154	2543	83	10	15945	3599	10	1609	314	10	347	628	26	156	437	1877	259	10	79	852	91
"37066_at"	10	10	10	10	10	10	10	311	10	10	549	216	564	10	10	10	10	10	10	181	1078	10	10	10	773	10	10	10	10	10	6241	10	10	10	10	10	10	10	10	10	4573	10	10	10	5444	423	10	16000	10	41	4871	183	9428	10	10	16000	10	713	10	2185	3208	4489	3531	10	79	10	943	10	10	4616	16000	4973
"37069_at"	10	10	10	10	10	10	10	84	209	97	10	214	190	10	10	10	10	17	164	10	71	10	10	23	74	10	237	106	10	10	77	77	192	10	10	10	10	10	351	17	104	22	62	85	10	198	42	10	62	10	10	10	191	10	231	10	305	10	517	163	409	10	103	10	10	306	10	303	187	10	10	10
"37074_at"	27	10	10	10	14	30	10	209	10	10	10	45	235	10	10	88	10	10	10	10	18	26	10	10	10	10	29	109	10	10	10	51	39	15	87	255	176	10	10	10	226	10	323	10	554	146	206	349	10	169	229	34	339	321	162	112	256	134	163	219	212	140	177	262	10	237	10	136	10	10	10	234
"37084_at"	92.6	141	81	10	10	257	15	153	10	318	10	10	378	10	609	10	235	10	10	10	202	74	330	82	10	10	10	166	273	111	153	107	10	188	10	139	119	10	10	181	10	448	230	10	201	10	10	225	177	211	10	10	167	98	308	10	10	10	592	10	284	204	10	10	26	10	183	598	10	10	10	10
"37088_at"	111.1	10	10	10	10	35	137	150	10	10	10	10	10	269	10	47	971	389	10	58	243	135	10	10	10	98	10	10	212	10	10	10	347	1201	10	10	10	50	481	655	100	312	10	10	371	20	263	10	10	10	349	141	444	195	180	572	501	104	10	242	1663	143	470	464	10	793	123	691	872	10	621	10
"37096_at"	10	10	10	10	547	10	54	229	10	10	1428	10	3624	10	10	10	10	10	10	518	3915	10	10	70	1484	10	187	175	10	10	16000	10	73	546	30	10	135	10	1047	10	16000	314	10	233	16000	16000	71	16000	223	10	16000	10	16000	10	10	16000	10	3412	10	2001	16000	10477	1625	150	87	3459	16000	2438	5400	6582	16000	7746
"37102_at"	11.6	10	10	459	10	10	10	10	10	34	10	10	10	10	204	10	360	42	10	10	10	562	10	589	10	10	297	20	368	10	10	472	103	26	70	135	10	10	10	18	495	148	137	10	154	245	10	261	412	305	453	10	464	875	598	833	95	252	382	10	38	12	942	892	10	10	395	329	681	10	10	10
"37114_at"	284.5	198	30	88	10	497	285	10	229	10	280	179	10	1114	10	1288	546	1864	387	10	1091	166	76	369	852	1105	513	10	773	379	382	656	435	773	174	10	287	119	538	342	10	607	10	2859	10	137	76	10	10	10	10	10	10	10	1667	10	223	10	10	10	10	10	10	89	224	10	10	103	249	10	10	10
"37117_at"	103.6	37	121	10	10	10	12	10	10	10	221	10	10	10	237	10	88	10	10	10	10	87	63	10	26	10	10	10	10	10	10	10	10	189	142	10	10	52	224	234	10	10	291	35	75	230	10	219	148	107	10	128	217	10	184	190	264	314	10	213	10	10	10	10	112	333	601	266	10	10	36	325
"37123_at"	10	38	10	10	197	10	254	152	123	10	101	10	10	106	37	54	90	15	10	10	10	247	10	10	340	180	208	87	10	205	102	19	179	10	10	65	94	10	10	13	183	174	10	247	10	10	10	50	73	10	1622	333	10	10	10	10	10	10	10	10	10	10	10	161	280	10	10	10	10	10	10	10
"37134_f_at"	374.2	489	1422	338	159	139	507	291	372	10	487	611	319	10	10	101	10	10	295	10	10	2362	10	10	679	1612	454	553	10	172	1488	10	1597	10	10	10	145	243	408	1511	10	598	10	76	10	296	465	252	286	45	10	10	64	653	10	592	811	10	10	10	10	778	10	10	150	10	32	776	1216	355	10	10
"37135_f_at"	10	10	10	10	10	10	47	10	10	10	79	215	10	128	93	139	10	10	178	10	10	155	138	10	93	79	170	10	10	10	10	10	10	15	10	10	10	206	10	10	10	10	10	240	10	10	535	10	10	10	10	69	170	208	83	351	429	10	10	10	10	10	290	749	114	323	338	711	641	395	295	10
"37136_at"	390	24	167	154	10	10	130	10	10	10	10	10	10	10	10	10	10	115	45	10	10	10	951	79	10	10	367	563	87	10	332	10	68	101	10	54	10	74	73	305	940	10	10	10	10	76	10	10	10	10	10	10	10	10	10	10	10	195	10	10	115	289	220	10	10	10	953	10	1605	10	181	10
"37137_at"	10	26	10	10	10	221	10	91	51	122	10	10	2133	71	10	15	10	10	79	42	10	775	78	10	10	10	10	62	10	10	10	10	153	18	10	368	10	552	10	10	10	120	678	10	228	86	8561	18	368	10	10	503	10	10	10	18	10	10	271	10	317	10	89	10	10	109	578	10	97	10	10	10
"37138_at"	10	366	10	124	285	226	702	10	1321	10	3472	10	10	941	643	1306	10	413	412	10	10	10	10	10	10	180	10	10	139	10	10	10	55	10	10	10	10	10	10	10	10	10	207	495	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	34	10	10	10	10	10	10	10	10	10	10
"37145_at"	10	10	10	10	255	1285	10	1349	898	496	10	422	7968	74	83	106	197	10	1755	10	229	4835	235	10	10	10	10	43	1687	10	10	10	186	10	534	2284	10	971	249	74	10	1309	3026	10	501	112	16000	758	5449	10	484	343	1094	10	10	887	245	10	1020	10	1268	10	10	10	10	1718	985	618	10	10	10	10
"37148_at"	10	10	10	10	10	10	10	1079	288	52	10	10	1003	10	10	10	10	10	10	23	390	303	10	10	61	170	10	446	961	10	1423	3289	2999	7587	613	355	763	2785	10	172	8295	1031	7959	137	554	2957	578	1845	10	10	255	3049	83	10	10	1520	10	2580	19	210	2490	10	1534	5049	9516	2536	854	269	7814	449	288	10
"37149_s_at"	10	10	10	10	278	10	10	1476	173	10	11007	3860	7228	10	10	10	10	424	10	10	3919	217	10	10	985	10	10	10	8410	10	16000	10	1119	10	10	10	10	10	661	10	10	5203	10	10	10	10	10	561	10	10	10	10	10	10	10	16000	10	10	10	10	6605	10	10	10	10	10	10	10	10	10	10	10
"37155_at"	208	10	17	59	524	29	152	25	10	10	10	128	64	10	187	49	10	10	298	10	622	10	37	225	10	10	10	10	10	156	10	67	19	174	222	10	78	10	50	10	31	10	185	10	244	91	10	94	233	513	10	62	268	125	10	10	10	10	10	10	525	10	216	10	270	238	10	304	10	10	10	10
"37159_at"	4260.6	4907	746	1769	4122	1950	9279	5022	2891	3578	10996	1169	678	8151	1867	3895	205	2791	3571	1316	5228	694	3980	336	2405	1879	3183	1753	1521	2242	2558	2478	2118	2638	10	2406	2606	2395	10	3291	10	7080	10	3571	10	10	10	10	10	390	10	404	10	116	10	10	10	10	10	10	10	2270	10	10	10	10	10	10	10	10	10	10
"37165_f_at"	10	10	10	10	10	10	10	4863	10	10	10	10	492	10	10	10	10	10	10	10	3311	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	3784	10	10	10	10	10	10	16	1207	10	10	403	10	10	10	10	10	10	10	10	10	12003	10	8960	10	10	10	10
"37417_at"	10	10	10	449	10	10	10	10	10	10	10	10	10	333	103	242	479	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1351	522	10	336	296	10	10	10	358	10	10	10	1240	10	10	10	10	316	10	10	10	10	10	10	105	10	74	1580	10	80	10	10	10	10	10	10
"37455_at"	74	10	10	10	10	126	73	10	10	10	10	41	10	193	330	10	10	10	344	10	47	10	10	10	10	10	141	10	10	10	10	10	10	10	10	10	343	78	107	27	10	456	10	10	10	794	700	10	972	391	1282	10	390	489	76	10	676	195	10	142	10	10	10	10	10	384	10	48	10	288	373	10
"37456_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	222	497	10	10	367	11	10	163	10	346	121	10	10	10	10	10	10	10	5818	10	10	816	10	319	30	307	10	10	10	10	10	10	10	1810	10	48	10	10	1312	1670	16000	10	10	10	14072	10	182	10
"37463_r_at"	598.7	10	150	936	932	1246	2740	10	443	10	847	2442	892	10	1917	2088	10	1927	1004	10	10	2110	1467	313	1804	2441	817	1812	1560	857	1218	1046	670	10	1063	10	10	1902	10	10	10	10	10	10	10	1403	10	1556	2167	10	490	340	10	550	10	10	10	10	10	10	10	1255	10	10	901	10	236	10	10	10	247	10
"37498_at"	188.2	67	162	279	45	10	314	432	10	10	25	10	663	10	69	29	10	10	255	462	40	64	225	198	10	10	10	10	10	10	10	10	10	10	31	10	10	26	10	10	10	10	10	10	252	125	362	10	43	170	189	147	161	10	10	10	227	132	273	196	10	10	10	67	10	156	268	147	10	260	10	355
"37500_at"	10	158	10	181	200	10	358	390	114	90	536	129	547	421	181	1900	10	37	581	651	10	253	10	10	422	104	107	10	10	25	10	231	57	275	69	161	107	264	10	63	55	10	10	138	229	10	14	10	91	75	10	10	21	752	125	10	10	10	10	10	10	10	10	10	10	10	40	10	10	10	90	10
"37502_at"	161.2	396	10	63	181	461	257	282	130	650	280	158	10	425	318	270	10	10	556	50	54	285	385	81	153	10	10	10	10	101	127	59	10	209	189	422	247	47	10	573	341	35	173	119	10	10	10	10	10	34	235	10	229	10	339	203	159	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"37514_s_at"	462.9	10	48	10	10	10	113	392	210	10	10	10	10	10	361	10	10	10	10	10	10	383	273	10	43	262	10	10	10	10	214	301	10	194	10	311	370	10	10	229	10	10	10	507	157	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	364	10	10	26	10	62	10
"37772_at"	10	640	52	486	10	454	992	750	440	10	1032	219	525	804	417	1797	10	354	1213	72	402	10	10	75	10	10	598	298	10	186	10	10	10	431	36	10	10	10	10	10	10	512	429	467	10	10	56	57	243	214	10	10	10	10	411	10	10	916	10	10	10	10	272	10	10	10	283	10	125	10	10	10
"37780_at"	807.1	5114	1718	10	272	775	5925	7783	12	104	6225	246	10	1023	10	10	10	47	124	39	135	139	12734	431	12	18	10	10	10	10	10	23	28	96	10	44	10	10	27	164	118	37	70	29	10	70	10	10	10	16	10	10	10	176	10	10	134	81	10	151	10	10	10	10	10	40	143	10	10	213	10	10
"37782_at"	129.2	10	10	10	250	10	65	10	10	10	10	10	357	10	26	10	10	10	10	441	179	112	10	10	10	10	161	93	10	96	93	160	10	180	10	86	10	10	53	10	10	10	251	10	210	229	10	534	238	89	44	10	313	10	98	216	446	385	306	172	71	160	136	220	10	426	378	10	10	307	10	508
"37785_at"	10	17	262	10	36	10	10	201	149	10	10	10	10	10	10	10	10	10	66	217	299	503	159	10	128	280	284	10	10	10	10	10	139	10	13	181	10	10	10	402	10	10	10	10	10	10	10	10	10	10	10	136	10	10	10	10	27	10	10	10	10	10	10	10	10	197	383	10	376	10	249	10
"37809_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	62	10	10	71	10	10	10	10	52	648	10	5157	3043	3038	2559	2353	48	297	10041	2854	2763	10	4668	2853	1276	2620	11389	7553	13520	391	2164	1684	10	10	354	5268	5875	3285	6596	1655	899	1891	2430	10	3750	122	3199	6389	1057	1512	2028	4358	1947	148	10	1642	10
"37821_at"	168.8	94	125	10	10	107	97	1129	10	10	356	10	10	96	10	10	10	10	92	17	10	10	125	95	106	100	152	10	32	10	108	10	10	10	10	134	10	10	10	195	91	10	126	10	49	10	10	10	10	121	99	18	96	608	164	30	258	10	10	255	129	10	317	10	117	222	10	361	45	269	196	10
"37824_at"	10	10	10	76	39	10	50	10	55	25	10	189	10	11	10	54	10	10	124	73	10	10	10	159	158	69	92	10	178	244	214	63	41	10	118	10	10	10	10	10	10	10	10	10	1066	10	115	833	10	678	10	1064	471	140	1589	34	10	34	70	10	10	10	1267	10	10	10	10	1881	10	769	747	1836
"37833_at"	432.1	72	160	10	10	132	192	445	350	287	607	340	10	526	10	10	10	375	382	15	10	286	403	10	15	76	39	10	10	10	10	10	183	686	10	10	10	10	328	571	437	10	10	108	10	40	10	10	10	10	10	10	10	148	201	10	449	10	10	293	10	10	418	10	10	212	56	10	269	10	10	10
"37847_at"	10	535	36	240	10	10	10	10	553	13	129	488	71	678	10	10	10	10	10	10	10	809	10	10	10	292	10	10	10	10	86	10	10	10	143	10	218	200	33	599	10	10	10	10	610	10	21	202	225	160	10	10	10	157	37	10	122	10	221	10	364	602	185	10	10	10	48	10	10	10	10	624
"37863_at"	35.9	10	10	1622	35	49	10	32	33	10	10	13	53	10	10	109	18	118	28	27	10	94	10	10	33	11	10	10	855	10	10	56	78	124	58	103	10	51	10	40	116	390	97	235	85	10	10	127	10	10	10	55	10	10	10	162	166	70	154	75	14	10	85	153	52	110	153	10	10	21	77	10
"37887_at"	349.5	603	10	253	10	123	10	10	640	586	110	202	10	984	10	511	58	310	290	26	10	258	121	326	57	152	19	10	10	10	10	181	292	20	10	245	10	10	10	20	10	10	10	180	10	10	10	10	10	10	10	10	178	10	75	84	42	10	10	10	10	10	10	10	10	10	10	10	10	10	131	139
"38138_at"	170.7	10	10	10	10	10	10	10	485	10	523	408	600	10	10	10	10	92	10	10	10	280	10	10	846	784	550	1704	2885	119	601	10	377	9858	901	399	3039	660	10	331	12595	3450	7709	702	10	2749	10	1842	10	10	10441	14571	10	10	248	1627	10	1649	10	10	292	10	1082	1583	12237	10	328	140	8051	10	727	10
"38147_at"	10	38	91	46	10	10	14	31	10	36	10	78	194	10	83	13	52	27	10	10	2166	146	10	10	10	10	10	10	10	10	10	10	10	10	16	10	43	10	10	10	10	10	333	10	10	10	311	10	28	385	10	61	588	998	10	10	664	10	406	10	91	10	1091	10	54	78	14	21	10	10	346	146
"38153_at"	10	10	366	10	503	384	239	10	10	10	10	10	432	10	10	10	324	209	10	554	10	10	10	10	10	322	10	10	10	267	28	10	10	10	10	686	10	10	10	10	10	410	10	10	10	666	728	10	10	10	10	10	10	464	10	10	10	10	381	948	10	282	10	10	10	827	10	515	10	10	10	10
"38209_at"	23.5	10	74	33	115	85	144	138	10	10	246	10	289	64	10	10	10	10	83	194	192	189	104	10	10	10	10	10	10	10	10	138	573	10	10	10	107	52	64	10	10	10	10	10	10	10	52	10	10	10	914	23	195	15	10	10	10	231	10	10	10	196	10	10	52	10	10	43	188	10	10	10
"38214_at"	857.9	388	389	10	471	673	487	631	572	10	10	10	132	1021	627	522	10	72	514	539	48	10	578	250	531	387	624	10	10	10	10	525	10	312	498	10	10	25	10	311	483	10	10	631	10	460	10	10	535	10	10	329	580	10	10	10	10	494	10	10	10	10	10	10	10	389	10	788	694	10	10	10
"38215_at"	10	10	10	47	273	10	292	652	456	1425	10	10	1008	1505	1858	225	323	292	702	1134	346	254	10	10	10	10	371	1020	521	499	10	10	10	10	10	1385	10	244	811	10	10	248	1215	27	10	19	10	80	491	260	292	10	10	702	92	10	954	1406	10	10	10	10	10	10	10	10	10	10	10	1452	425	10
"38224_at"	227.1	462	60	10	152	102	189	41	10	48	109	46	123	165	10	10	10	10	140	44	168	148	168	79	92	47	124	92	10	100	10	10	10	350	34	10	10	10	10	10	908	296	10	46	10	30	10	10	10	10	102	10	153	220	10	10	10	10	10	10	10	91	10	10	10	10	10	10	77	10	10	10
"38242_at"	6235	3842	1149	8709	7685	4733	6602	4537	10261	14075	6540	12135	3068	10216	13441	15203	2893	6553	12979	14472	16000	7423	5329	3981	7812	400	6646	2007	1112	4594	5405	1738	2021	347	1085	3942	5267	1962	288	3371	10	2425	5065	6179	10	262	101	10	10	162	84	10	124	51	119	47	136	10	647	98	10	354	10	10	10	123	10	53	205	445	53	10
"38490_r_at"	17.7	68	101	181	10	10	88	10	10	10	10	196	10	10	40	346	10	53	844	10	10	10	10	17	10	10	798	10	57	22	111	10	126	228	24	10	10	114	10	20	10	575	49	312	49	10	10	242	10	10	44	66	79	83	10	10	10	93	10	110	10	36	10	10	142	10	93	106	53	63	10	10
"38506_at"	10	10	10	10	702	10	10	10	442	10	10	34	10	10	10	10	10	10	10	519	10	10	10	15	205	10	28	10	10	10	10	10	123	10	10	10	10	10	420	192	10	10	406	10	225	10	467	143	10	10	10	152	10	10	34	10	10	405	317	10	10	340	10	10	162	10	340	841	55	10	50	10
"38509_at"	483.3	369	230	10	10	471	1019	57	75	114	216	79	10	693	10	86	10	178	28	102	578	140	1011	115	155	33	170	10	119	10	10	392	51	10	10	331	10	10	13	27	10	10	40	10	10	10	10	10	10	10	27	10	10	10	10	10	10	10	10	23	10	15	117	10	123	10	43	10	10	10	14	10
"38533_s_at"	10	190	10	166	10	45	10	385	10	10	161	160	602	10	10	10	10	379	10	59	10	154	10	10	10	389	10	573	336	10	898	1276	926	4914	10	10	271	385	10	10	3750	239	2619	10	10	1542	1635	557	95	267	176	2280	210	653	10	726	10	797	10	707	10	355	34	2589	3044	71	181	10	3054	10	424	10
"38545_at"	711.5	10	2608	1979	171	148	104	265	10	84	463	6707	361	10	10	10	10	10	109	10	175	10	65	335	10	3456	127	10	44	10	10	10	10	10	10	10	10	10	10	10	95	10	10	10	10	108	147	10	10	238	10	10	50	10	10	38	10	10	10	10	10	108	10	10	10	10	77	10	10	10	36	10
"38549_at"	10	10	52	10	1156	25	85	725	68	69	10	281	4536	10	10	10	10	10	2579	691	461	54	107	10	10	135	10	355	10	10	28	10	15	10	75	75	10	81	10	10	10	10	10	148	807	10	10	101	84	24	10	24	126	10	10	10	10	10	338	10	4667	140	10	10	10	4156	10	81	10	10	10	10
"38576_at"	2988.6	1790	68	790	379	3823	1302	2802	65	10	1715	1896	1182	633	10	857	25	852	2173	10	342	279	1961	1471	433	412	1473	164	10	601	2275	1127	58	4995	976	10	927	347	306	20	22	1321	916	6738	10	10	10	20	10	10	80	1494	250	830	10	10	10	10	10	10	10	10	10	10	581	10	36	10	312	10	176	208
"38578_at"	3639.6	6133	1209	10	612	5155	5121	5130	745	992	6916	575	2711	849	276	2166	10	4110	226	887	481	2178	5525	5191	64	10	26	138	10	10	10	40	10	335	10	10	10	438	56	10	10	342	2441	10	10	10	772	10	1228	10	10	10	10	10	10	96	10	10	410	10	10	10	13	25	10	10	10	10	70	10	10	10
"38582_at"	61.8	10	57	10	319	10	74	71	10	509	121	10	10	49	10	10	10	10	38	243	10	10	82	10	31	115	10	95	29	10	598	45	150	190	10	482	10	10	10	10	10	582	311	37	250	10	10	1139	10	10	10	247	10	10	404	10	10	157	10	10	80	10	10	10	10	10	53	10	10	10	10	10
"38593_r_at"	1653.3	310	1717	2386	581	3955	2217	1291	10	332	403	735	1114	10	10	1007	10	10	497	10	10	10	1654	5629	73	97	10	1332	1449	105	10	10	10	10	2346	10	10	10	10	10	10	10	90	10	10	10	10	10	10	10	10	10	10	10	222	61	10	10	10	10	10	21	10	10	10	10	68	53	156	85	10	10
"38599_s_at"	1322.8	1282	10	1559	10	1094	364	418	229	10	498	736	41	1120	10	359	10	526	1414	10	10	10	10	120	10	10	663	10	456	10	10	10	87	738	10	344	270	1055	10	10	1528	507	387	594	10	10	10	10	47	10	272	2768	10	10	10	10	10	10	10	10	10	10	10	10	1744	10	10	10	10	10	10	10
"38859_at"	203	10	10	10	309	10	193	10	360	10	168	10	10	416	10	36	10	162	360	10	234	736	10	10	25	10	42	10	10	10	10	190	335	10	10	10	10	89	10	467	16	10	10	625	10	10	10	10	10	10	10	625	10	139	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"38868_at"	10	10	23	32	10	45	10	10	63	10	225	10	10	25	10	10	10	10	10	171	118	17	10	10	85	11	10	10	10	10	22	10	10	10	31	10	106	10	177	80	176	10	209	36	10	10	10	355	10	10	106	10	10	127	10	1662	10	10	66	10	901	10	10	676	10	21	16	10	262	10	290	10
"38869_at"	408.9	526	10	2191	4118	477	1698	258	12	1021	396	1150	629	1259	10	10	10	111	1385	146	10	16	222	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	43	10	10	10	10	10	10	10	10	22	97	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"38873_at"	101.3	261	110	10	10	129	211	10	457	455	402	164	10	218	20	389	578	291	10	10	199	264	10	10	207	97	133	30	372	10	10	221	330	10	58	37	10	388	153	155	10	205	273	293	263	219	10	10	10	542	10	10	10	27	10	10	10	10	10	10	10	104	108	105	122	10	10	90	10	222	135	10
"38879_at"	10	10	10	129	10	10	10	290	10	10	4366	2364	3750	10	10	10	10	59	10	10	1659	104	10	10	82	48	10	92	5657	10	8851	821	188	3984	803	10	585	799	564	19	2634	3055	10	10	104	1585	10	2207	10	10	270	7842	10	10	10	5924	10	140	10	10	829	10	10	3268	3245	318	10	10	476	10	10	10
"38881_i_at"	16.5	10	10	10	77	10	10	18	10	10	167	10	10	10	10	10	10	10	10	81	10	222	152	10	42	11	80	127	42	10	10	10	95	10	10	10	10	10	223	10	10	76	10	10	364	251	40	10	10	10	1385	13	408	1420	70	10	291	10	10	10	10	201	183	10	10	449	10	23	418	30	93	10
"38889_at"	10	10	10	82	10	42	10	10	99	396	10	93	42	215	10	464	104	45	196	51	126	76	106	10	138	69	510	10	74	10	33	227	356	381	63	202	158	54	163	401	142	233	185	193	140	10	67	93	10	10	10	10	10	10	203	10	10	10	10	10	10	12	10	33	10	10	146	10	10	35	214	10
"38906_at"	1719.7	1622	456	187	1551	1152	2739	2742	668	1049	4199	1186	745	2530	10	966	306	1230	2004	1417	3556	548	999	654	138	18	27	47	70	10	54	88	197	10	125	55	10	35	35	10	10	124	211	51	1730	92	10	83	10	10	193	83	1349	147	10	1367	694	85	209	10	842	10	10	10	10	4195	46	2866	10	20	53	28
"38916_at"	306.9	201	10	357	241	252	16	312	114	10	1431	223	367	124	10	10	99	148	230	272	10	108	191	282	10	10	10	10	701	10	30	131	10	10	10	188	89	328	10	10	209	56	119	37	231	10	16	103	10	10	10	10	221	34	256	257	10	10	10	145	10	10	10	10	10	97	14	10	52	48	197	257
"38917_at"	10	10	10	10	10	151	45	315	44	10	10	10	452	242	10	87	162	10	182	12	10	364	33	127	10	10	191	10	10	10	13	69	23	59	101	462	10	283	10	22	10	10	357	213	10	93	2261	442	120	10	282	206	351	10	257	10	10	10	10	10	10	10	77	10	14	10	153	10	361	10	10	110
"38920_at"	166	352	10	146	103	10	45	17	66	254	42	15	10	265	338	336	10	142	96	24	10	132	489	283	26	10	10	10	92	18	10	10	10	34	303	85	10	10	10	96	10	10	10	10	10	10	10	10	352	174	10	37	10	10	309	10	137	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10
